depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
259,262,0.33719072427667074,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,0
94,136,0.16117785442661323,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,1
169,178,0.1817969115164426,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,2
133,301,0.5194485748462192,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,3
133,301,0.2758943267860765,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,4
413,734,0.7307668271924179,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,5
161,203,0.280722504056622,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,6
600,749,0.7882164015255302,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,7
109,291,0.28982020896192023,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,8
115,217,1.1263141349066987,0,0,0,0,sabre_v0_20_depth,fast_layout,0,9,1,1,1,9
