depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
251,254,0.6032578824344369,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,0
91,131,0.2883584990817964,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,1
164,172,0.3252474400349856,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,2
129,291,0.9293299748014356,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,3
129,291,0.49359432324146596,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,4
400,711,1.3073931664968121,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,5
156,197,0.5022322714012069,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,6
581,726,1.4101744889465855,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,7
106,282,0.5185087042952518,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,8
112,210,2.0150550743569178,0,0,0,0,sabre_v0_20_depth,fast_layout,0,16,1,1,1,9
