depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
189,212,124.68761008423597,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,0
69,110,59.60093211362914,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,1
123,144,67.22552189508394,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,2
97,244,192.08357969566663,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,3
97,244,102.02120570353769,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,4
301,594,270.2256101704,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,5
118,164,103.80658662176658,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,6
438,607,291.4695223192848,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,7
80,236,107.1707689679052,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,8
84,176,416.49252952278334,0,0,0,0,sabre_v0_20_depth,fast_layout,0,3200,1,1,1,9
