depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
205,219,55.560983096907684,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,0
74,113,26.558263322940668,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,1
134,149,29.95579178372415,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,2
106,251,85.59272663462286,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,3
106,251,45.460799848444964,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,4
327,613,120.41293075459589,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,5
128,170,46.256368220893854,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,6
475,626,129.8792493649131,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,7
87,243,47.75545283998669,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,8
91,181,185.58968591322235,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1440,1,1,1,9
