depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
189,212,220.21667918597817,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,0
69,110,105.2640221236522,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,1
123,144,118.73017036960049,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,2
97,244,339.2478853204261,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,3
97,244,180.1844715076713,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,4
301,594,477.25821725613207,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,5
118,164,183.33771709982568,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,6
438,607,514.7780941964755,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,7
80,236,189.2793584861851,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,8
84,176,735.587134081024,0,0,0,0,sabre_v0_20_depth,fast_layout,0,5760,1,1,1,9
