depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
256,270,2.948678301081118,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,0
84,128,1.409474246309947,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,1
150,167,1.5897845628524805,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,2
119,283,4.542493701338541,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,3
119,283,2.412651227374739,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,4
373,685,6.390437610982829,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,5
152,207,2.4548728560448954,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,6
534,704,6.892824838881184,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,7
97,274,2.53443081275156,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,8
105,212,9.849434787759117,0,0,0,0,sabre_v0_20_depth,fast_layout,75,100,1,1,1,9
