depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
256,270,3.0456048083903826,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,0
83,127,1.4558053146354037,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,1
150,167,1.642042642343546,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,2
118,282,4.6918107864826375,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,3
118,282,2.4919578973289025,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,4
371,682,6.600498775533478,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,5
152,206,2.53556740035565,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,6
532,702,7.119400059678361,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,7
97,273,2.617740520225217,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,8
105,211,10.17319723841297,0,0,0,0,sabre_v0_20_depth,fast_layout,79,100,1,1,1,9
