depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
255,283,3.1922037187782735,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,0
83,133,1.5258798930161899,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,1
150,175,1.7210816764016907,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,2
118,296,4.917649131349194,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,3
118,296,2.6119072458046126,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,4
371,717,6.918211016413874,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,5
151,217,2.6576158739734885,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,6
531,737,7.462089396288626,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,7
97,286,2.7437443625116584,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,8
105,222,10.662879821722472,0,0,0,0,sabre_v0_20_depth,fast_layout,85,100,1,1,1,9
