depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
291,310,0.6311221133677142,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,0
95,146,0.3016776583401284,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,1
171,192,0.34027048414842426,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,2
135,324,0.9722553401967204,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,3
135,324,0.516393239941323,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,4
423,784,1.3677811136295461,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,5
173,237,0.5254301713374561,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,6
606,806,1.4753098626571717,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,7
111,313,0.5424584059039456,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,8
119,243,2.1081296309769972,0,0,0,0,sabre_v0_20_depth,fast_layout,17,100,1,1,1,9
