depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
296,315,0.26744308617658663,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,0
97,148,0.12783834105651412,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,1
173,195,0.14419236228288249,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,2
137,329,0.4120010426292565,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,3
137,329,0.2188258006579603,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,4
429,796,0.5796082794360973,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,5
175,241,0.22265527322904693,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,6
616,819,0.6251744541644743,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,7
112,318,0.22987112497650014,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,8
121,247,0.8933369353203193,0,0,0,0,sabre_v0_20_depth,fast_layout,7,100,1,1,1,9
