depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
257,271,2.5788978056448304,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,0
84,128,1.232718414751758,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,1
151,168,1.3904168247465596,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,2
119,284,3.9728399785905153,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,3
119,284,2.110091478538626,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,4
374,687,5.589041546523199,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,5
153,208,2.1470182824861084,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,6
536,707,6.0284266497187655,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,7
98,275,2.2165992333471016,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,8
106,213,8.614261430852192,0,0,0,0,sabre_v0_20_depth,fast_layout,68,100,1,1,1,9
