depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
255,283,3.590114735905279,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,0
83,133,1.7160821713582795,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,1
150,175,1.9356160297034757,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,2
118,296,5.530638445351308,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,3
118,296,2.937483794289205,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,4
371,717,7.780572138934611,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,5
151,217,2.9888900433897163,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,6
531,737,8.392245439934314,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,7
97,286,3.0857545242068976,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,8
105,222,11.992017223074932,0,0,0,0,sabre_v0_20_depth,fast_layout,99,100,1,1,1,9
