depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
255,283,3.35639352423411,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,0
83,133,1.6043629551433107,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,1
150,175,1.8096048693168818,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,2
118,296,5.170586576859503,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,3
118,296,2.746249719010389,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,4
371,717,7.27404661493957,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,5
151,217,2.7943093533893486,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,6
531,737,7.84589917605406,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,7
97,286,2.88486782855215,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,8
105,222,11.211321060992008,0,0,0,0,sabre_v0_20_depth,fast_layout,87,100,1,1,1,9
