depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
262,260,2.0145066288488676,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,0
85,123,0.9629382802939537,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,1
153,161,1.0861244304384414,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,2
121,272,3.1033848858641484,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,3
121,272,1.6482984559098095,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,4
380,658,4.3658811216706805,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,5
155,199,1.6771438375187968,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,6
545,677,4.709106898615956,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,7
99,263,1.731497013687416,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,8
107,204,6.729032347503116,0,0,0,0,sabre_v0_20_depth,fast_layout,56,100,1,1,1,9
