depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
252,280,249.5871400057504,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,0
82,132,119.3031623420159,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,1
148,173,134.5653007051199,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,2
117,292,384.49362583756215,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,3
117,292,204.215807282552,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,4
366,708,540.9104974678304,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,5
150,214,207.7896035635181,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,6
525,728,583.4344280507611,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,7
96,283,214.52368604102585,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,8
103,219,833.6929323380658,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4160,1,1,1,9
