depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
280,296,2.639154510122623,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,0
91,140,1.2615212424789533,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,1
164,183,1.422904322128704,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,2
130,309,4.065666551246283,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,3
130,309,2.159394385526683,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,4
406,750,5.719631143383454,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,5
166,227,2.1971839950913177,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,6
582,771,6.169282608533049,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,7
106,300,2.2683907253004256,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,8
115,232,8.815536178613483,0,0,0,0,sabre_v0_20_depth,fast_layout,10,42,1,1,1,9
