depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
253,278,88.31426239309329,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,0
83,131,42.21439767752396,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,1
148,172,47.614774043260624,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,2
117,290,136.04976185835517,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,3
117,290,72.26000662034568,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,4
367,703,191.39652629318957,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,5
150,213,73.52456369043122,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,6
526,723,206.44325331366065,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,7
96,281,75.90736084448992,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,8
104,218,294.99507218230457,0,0,0,0,sabre_v0_20_depth,fast_layout,10,1280,1,1,1,9
