depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
252,280,188.7734203425364,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,0
82,132,90.23408021929473,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,1
148,173,101.7774877060659,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,2
117,292,290.80896094080714,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,3
117,292,154.45714241467493,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,4
366,708,409.11372558631285,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,5
150,214,157.1601572717299,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,6
525,728,441.27639158891003,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,7
96,283,162.2534316372224,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,8
103,219,630.5575934290104,0,0,0,0,sabre_v0_20_depth,fast_layout,10,2560,1,1,1,9
