depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
292,373,1.8482557062673723,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,0
95,176,0.8834699999739298,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,1
171,231,0.9964899829698457,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,2
135,390,2.8472722511317414,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,3
135,390,1.5122695468655902,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,4
424,945,4.005578626774628,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,5
173,286,1.5387344094750197,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,6
608,972,4.320479055342416,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,7
131,378,1.5886019882502806,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,8
130,293,6.173706383402234,0,0,0,0,sabre_v0_20_depth,fast_layout,10,28,1,1,1,9
