depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
277,345,10.032813934650932,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,0
91,162,4.795705538215319,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,1
163,213,5.4092074776116865,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,2
128,360,15.45573624906587,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,3
128,360,8.208993447872242,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,4
403,872,21.743325302213822,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,5
164,264,8.35265162323518,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,6
578,897,23.452686943597776,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,7
105,349,8.62334584456354,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,8
114,270,33.51248813776476,0,0,0,0,sabre_v0_20_depth,fast_layout,10,150,1,1,1,9
