depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
252,280,268.39285989309377,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,0
82,132,128.29233483153803,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,1
148,173,144.7044342821075,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,2
117,292,413.46418668378044,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,3
117,292,219.60291924767526,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,4
366,708,581.6666490037999,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,5
150,214,223.445991468871,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,6
525,728,627.3946434140295,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,7
96,283,230.68746895385934,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,8
103,219,896.5094530820686,0,0,0,0,sabre_v0_20_depth,fast_layout,10,4480,1,1,1,9
