depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
274,311,1.2227819461659784,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,0
89,146,0.5844922660236612,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,1
161,192,0.6592648174053582,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,2
127,325,1.8837183040730205,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,3
127,325,1.0004978712487433,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,4
398,786,2.6500387431022383,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,5
162,238,1.018006680282493,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,6
570,809,2.8583727726344685,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,7
104,314,1.0509984220737545,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,8
112,244,4.0844438791424675,0,0,0,0,sabre_v0_20_depth,fast_layout,34,100,1,1,1,9
