depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
265,263,1.8061072454381302,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,0
87,124,0.8633229496705316,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,1
155,163,0.9737655737490252,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,2
123,275,2.7823417642190975,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,3
123,275,1.4777830666977323,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,4
385,666,3.9142335962809764,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,5
157,202,1.5036444125852806,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,6
552,685,4.221952892750216,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,7
101,266,1.5523747884921664,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,8
109,206,6.032918384864098,0,0,0,0,sabre_v0_20_depth,fast_layout,50,100,1,1,1,9
