depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
256,270,2.9364101217629566,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,0
84,127,1.4036100315559261,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,1
150,167,1.583170154598054,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,2
119,282,4.523594343189092,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,3
119,282,2.40261322564401,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,4
372,683,6.363849754822218,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,5
152,207,2.4446591883178312,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,6
533,703,6.864146766030352,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,7
97,273,2.5238861386618465,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,8
105,212,9.808455535422754,0,0,0,0,sabre_v0_20_depth,fast_layout,80,100,1,1,1,9
