depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
277,315,1.4903503188075222,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,0
91,148,0.7123904942661407,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,1
163,195,0.8035247280836864,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,2
128,329,2.29591235282903,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,3
128,329,1.2194261831041244,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,4
403,797,3.229918545999378,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,5
164,241,1.2407662586647814,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,6
578,820,3.4838400962032847,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,7
105,319,1.280977232543478,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,8
114,247,4.9781993073400645,0,0,0,0,sabre_v0_20_depth,fast_layout,38,100,1,1,1,9
