depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
255,283,3.2054087066537598,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,0
83,133,1.5321919041726828,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,1
150,175,1.7282011664692933,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,2
118,296,4.937991660484587,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,3
118,296,2.6227117578443218,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,4
371,717,6.94682914377661,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,5
151,217,2.6686094660137076,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,6
531,737,7.492957351057345,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,7
97,286,2.755094236840564,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,8
105,222,10.706988284454761,0,0,0,0,sabre_v0_20_depth,fast_layout,89,100,1,1,1,9
