depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
258,272,2.5668204819549345,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,0
84,128,1.2269454293775937,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,1
151,168,1.383905316605529,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,2
120,284,3.9542346370819947,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,3
120,284,2.1002096376429455,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,4
375,689,5.562867316692964,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,5
153,208,2.136963508423735,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,6
538,708,6.0001947206248385,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,7
98,275,2.206218602376262,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,8
106,213,8.573919691283425,0,0,0,0,sabre_v0_20_depth,fast_layout,70,100,1,1,1,9
