depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
277,314,1.2097782581089758,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,0
90,148,0.578276476591266,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,1
162,195,0.6522538584528024,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,2
128,329,1.8636858810476102,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,3
128,329,0.9898580656315545,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,4
402,796,2.6218568769385104,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,5
164,241,1.0071806770430394,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,6
577,819,2.8279753759420228,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,7
105,318,1.0398215677933151,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,8
114,246,4.041007815781182,0,0,0,0,sabre_v0_20_depth,fast_layout,31,100,1,1,1,9
