depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
255,283,3.6654461132282137,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,0
83,133,1.7520907234735794,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,1
150,175,1.9762310607573912,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,2
118,296,5.646687831571949,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,3
118,296,2.9991210165970337,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,4
371,717,7.943831883734549,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,5
151,217,3.0516059230198356,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,6
531,737,8.568339925578364,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,7
97,286,3.150502911233132,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,8
105,222,12.24364571986357,0,0,0,0,sabre_v0_20_depth,fast_layout,100,100,1,1,1,9
