depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
255,283,3.5687382926638573,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,0
83,133,1.7058641878585388,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,1
150,175,1.9240908865702133,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,2
118,296,5.497707637420997,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,3
118,296,2.919993279300027,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,4
371,717,7.734244661695423,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,5
151,217,2.9710934427049587,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,6
531,737,8.3422759065039,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,7
97,286,3.0673811681177536,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,8
105,222,11.920613745922669,0,0,0,0,sabre_v0_20_depth,fast_layout,98,100,1,1,1,9
