depth,cx gates,time,seed,depth_std,cx_std,time_std,rp,lp,look,beam,num_iter,crit,max_iter,qc_label
300,333,0.037847042083740234,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,0
98,157,0.01809096336364746,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,1
176,206,0.020405292510986328,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,2
139,348,0.0583040714263916,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,3
139,348,0.030966997146606445,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,4
436,843,0.08202290534973145,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,5
178,255,0.0315089225769043,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,6
625,867,0.0884711742401123,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,7
114,337,0.03253006935119629,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,8
123,261,0.1264200210571289,0,0,0,0,sabre_v0_20_depth,fast_layout,0,1,1,1,1,9
